Contractor,Contract_Number,Effective_Date,Contract Line Item Number (CLIN),UNSPSC Code (Version 11),ManufacturerPartNumber,Manufacturer,SKU_Item_num,Item_Name,Item_Description,Unit_of_Measure,Quantity_in_Unit_of_Measure,List_Price_MSRP,Contract_Unit_Price,Contract_Discount,Front_End_Category,Category,SubCategory,NewImageName,AmazonProductID,IS DUPLICATE,defaultImageId
TIG,1-13-70-02B,11/4/2016,2005d,81110000,"804-2167, 804-2170,933-
9854",DELL,"804-2167, 804-2170,933-
9854",5 Year Hardware Service with In-Home/Onsite Service After Remote Diagnosis,5 Year Hardware Service with In-Home/Onsite Service After Remote Diagnosis,,1,619.23,427.27,0.31,Services,Service Options/Upgrades,Service Options/Upgrades Ultralight Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2006d,81110000,"997-8317, 997-8328, 997-
8334, 935-8283",DELL,"997-8317, 997-8328, 997-
8334, 935-8283",4 Years Hardware Service with In-Home/Onsite Service After Remote Diagnosis,4 Years Hardware Service with In-Home/Onsite Service After Remote Diagnosis,,1,475.66,328.21,0.31,Services,Service Options/Upgrades,Service Options/Upgrades Standard Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2007d,81110000,"997-8317, 997-8328, 997-
8335,933-9854",DELL,"997-8317, 997-8328, 997-
8335,933-9854",5 Years Hardware Service with In-Home/Onsite Service After Remote Diagnosis,5 Years Hardware Service with In-Home/Onsite Service After Remote Diagnosis,,1,588.23,405.88,0.31,Services,Service Options/Upgrades,Service Options/Upgrades Standard Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2008b,81110000,"804-2238, 804-2240,935-
8283",DELL,"804-2238, 804-2240,935-
8283","Ultralight 14"" 4 Year Hardware Service with Onsite Service After Remote Diagnosis","Ultralight 14"" 4 Year Hardware Service with Onsite Service After Remote Diagnosis",,1,475.66,328.21,0.31,Services,Service Options/Upgrades,Service Options/Upgrades Ultralight Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2009b,81110000,"804-2238, 804-2241,933-
9854",DELL,"804-2238, 804-2241,933-
9854","Ultralight 14"" 5 Year Hardware Service with Onsite Service After Remote Diagnosis","Ultralight 14"" 5 Year Hardware Service with Onsite Service After Remote Diagnosis",,1,588.23,405.88,0.31,Services,Service Options/Upgrades,Service Options/Upgrades Ultralight Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2010,81110000,988-5542,DELL,988-5542,2 Years Extended Battery Service for Years 2 and 3 of System Life,2 Years Extended Battery Service for Years 2 and 3 of System Life,EACH,1,89,366.26,0.31,Services,Service Options/Upgrades,Service Options/Upgrades All Laptops,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2011,81110000,"997-8380, 997-8381, 997-
8382, 997-8383, 997-8317,
997-8366",DELL,"997-8380, 997-8381, 997-
8382, 997-8383, 997-8317,
997-8366",3 Years ProSupport Plus with Next Business Day Onsite Service,3 Years ProSupport Plus with Next Business Day Onsite Service,EACH,1,541,361.98,0.35,Services,Service Options/Upgrades,Service Options/Upgrades Standard Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2012,81110000,"998-0538, 998-0547, 998-
0548,998-0549,998-0550",DELL,"998-0538, 998,0547, 998-
0548,998-0549,998-0550","Ultralight 12"" 3 Year ProSupport Plus with Next Business Day Onsite S","Ultralight 12"" 3 Year ProSupport Plus with Next Business Day Onsite S",EACH,1,541,357.7,0.35,Services,Service Options/Upgrades,Service Options/Upgrades Ultralight Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2013,81110000,"804-2238, 804-2244",DELL,"804-2238, 804-2244","Ultralight 14"" 3 Year Prosupport warranty","Ultralight 14"" 3 Year Prosupport warranty",EACH,1,427,353.42,0.35,Services,Service Options/Upgrades,Service Options/Upgrades Ultralight Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2014,81110000,"804-2238, 804-2256, 804-
2257, 804-2258, 804-2259",DELL,"804-2238, 804-2256, 804-
2257, 804-2258, 804-2259","Ultralight 14"" 3 Year ProSupport Plus with Next Business Day Onsite Service","Ultralight 14"" 3 Year ProSupport Plus with Next Business Day Onsite Service",EACH,1,541,349.14,0.35,Services,Service Options/Upgrades,Service Options/Upgrades Ultralight Laptop,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,2015,81110000,"804-2238, 804-2264, 804-
2265, 804-2266, 804-2267",DELL,"804-2238, 804-2264, 804-
2265, 804-2266, 804-2267","Ultralight 14"" 4 Year ProSupport Plus with Next Business Day Onsite Service","Ultralight 14"" 4 Year ProSupport Plus with Next Business Day Onsite Service",EACH,1,702,344.87,0.35,Services,Service Options/Upgrades,Service Options/Upgrades Ultralight Laptop,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2000b,,"997-8533, 997-8536",DELL,"997-8533, 997-8536",4 Year Basic Hardware Service with 4 Year NBD on-site,4 Year Basic Hardware Service with 4 Year NBD on-site,EACH,1,188,101.52,0.46,Services,SERVICE OPTION UPGRADES,Power Desktop Service O/U,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2001b,,"997-8538, 997-8533",DELL,"997-8538, 997-8533",5 Year Basic Hardware Service with NBD on-site,5 Year Basic Hardware Service with NBD on-site,EACH,1,228,123.12,0.46,Services,SERVICE OPTION UPGRADES,Power Desktop Service O/U,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2002b,,984-0092,DELL,984-0092,"Keep Your Hard Drive, 3 Years","Keep Your Hard Drive, 3 Years",EACH,1,20,10.8,0.46,Services,SERVICE OPTION UPGRADES,Standard Desktop Service O/U,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2003a,,981-3953,DELL,981-3953,"Keep Your Hard Drive, 4 Years","Keep Your Hard Drive, 4 Years",EACH,1,25,13.5,0.46,Services,SERVICE OPTION UPGRADES,Standard Desktop Service O/U,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2004a,,980-7554,DELL,980-7554,"Keep Your Hard Drive, 5 Years","Keep Your Hard Drive, 5 Years",EACH,1,30,16.2,0.46,Services,SERVICE OPTION UPGRADES,Standard Desktop Service O/U,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2007b,,"997-7166, 997-7163",DELL,"997-7166, 997-7163",4 Year Basic Hardware Service with 4 Year NBD Limited Onsite Service After Remote Diagnosis,4 Year Basic Hardware Service with 4 Year NBD Limited Onsite Service After Remote Diagnosis,EACH,1,372,200.88,0.46,Services,SERVICE OPTION UPGRADES,Workstation Options Upgrades,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2008b,,"997-7163, 997-7168",DELL,"997-7163, 997-7168",5 Year Basic Hardware Service with 5 Year NBD Limited Onsite Service After Remote Diagnosis,5 Year Basic Hardware Service with 5 Year NBD Limited Onsite Service After Remote Diagnosis,EACH,1,472,254.88,0.46,Services,SERVICE OPTION UPGRADES,Workstation Options Upgrades,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2009a,,984-1772,DELL,984-1772,"Keep Your Hard Drive, 3 Years","Keep Your Hard Drive, 3 Years",EACH,1,20,10.8,0.46,Services,SERVICE OPTION UPGRADES,Workstation Options Upgrades,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2010a,,981-5573,DELL,981-5573,"Keep Your Hard Drive, 4 Years","Keep Your Hard Drive, 4 Years",EACH,1,25,13.5,0.46,Services,SERVICE OPTION UPGRADES,Workstation Options Upgrades,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2011a,,980-9194,DELL,980-9194,"Keep Your Hard Drive, 5 Years","Keep Your Hard Drive, 5 Years",EACH,1,30,16.2,0.46,Services,SERVICE OPTION UPGRADES,Workstation Options Upgrades,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2012c,,"803-8591, 803-8583",DELL,"803-8591, 803-8583",4 Year Basic Hardware Service with NBD on-site,4 Year Basic Hardware Service with NBD on-site,EACH,1,178,96.12,0.46,Services,SERVICE OPTION UPGRADES,Standard Desktop Service O/U,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2013c,,"803-8583, 803-8593",DELL,"803-8583, 803-8593",5 Year Basic Hardware Service with 4 Year NBD on-site,5 Year Basic Hardware Service with 4 Year NBD on-site,EACH,1,208,112.32,0.46,Services,SERVICE OPTION UPGRADES,Standard Desktop Service O/U,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2014a,,A6047259,DELL,A6047259,VL 1 Year Silverchoice Renewal for Z-Class (same as 4 year Basic),VL 1 Year Silverchoice Renewal for Z-Class (same as 4 year Basic),EACH,1,49,26.46,0.46,Services,SERVICE OPTION UPGRADES,Thin Client Service O/U,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2015a,,A6047260,DELL,A6047260,(2) VL 1 Year Silverchoice Renewal for Z-Class (same as a 5 year basic - but order quantity of 2),(2) VL 1 Year Silverchoice Renewal for Z-Class (same as a 5 year basic - but order quantity of 2),EACH,1,49,26.46,0.46,Services,SERVICE OPTION UPGRADES,Thin Client Service O/U,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2016c,,"997-6870, 997-6873",DELL,"997-6870, 997-6873",4 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis,4 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis,EACH,1,322,173.88,0.46,Services,SERVICE OPTION UPGRADES,All In One Service O/U,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2017d,,"997-6870, 997-6875",DELL,"997-6870, 997-6875",5 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis,5 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis,EACH,1,342,184.68,0.46,Services,SERVICE OPTION UPGRADES,All In One Service O/U,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2018,,"997-6870, 997-6873",DELL,"997-6870, 997-6873",4 Year Basic Hardware Service with 4 Year NBD on-site,4 Year Basic Hardware Service with 4 Year NBD on-site,EACH,1,322,173.88,0.46,Services,SERVICE OPTION UPGRADES,Power Desktop Service O/U 7040,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,2019,,"997-6870, 997-6875",DELL,"997-6870, 997-6875",5 Year Basic Hardware Service with 5 Year NBD on-site,5 Year Basic Hardware Service with 5 Year NBD on-site,EACH,1,342,184.68,0.46,Services,SERVICE OPTION UPGRADES,Power Desktop Service O/U 7040,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,1045,81110000,980-5714,DELL,980-5714,"Keep Your Hard Drive, 5 Year","Keep Your Hard Drive, 5 Year",EACH,1,30,19.5,0.35,Services,Options/Upgrades,Options/Upgrades Mobile Workstation,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,1046,81110000,980-9314,DELL,980-9314,"Keep Your Hard Drive, 5 Year","Keep Your Hard Drive, 5 Year",EACH,1,30,19.5,0.35,Services,Options/Upgrades,"Options/Upgrades Standard, Power and Ultralight Laptop",6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,1047,81110000,981-2233,DELL,981-2233,"Keep Your Hard Drive, 4 Year","Keep Your Hard Drive, 4 Year",EACH,1,25,16.25,0.35,Services,Options/Upgrades,Options/Upgrades Mobile Workstation,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,1048,81110000,981-5693,DELL,981-5693,"Keep Your Hard Drive, 4 Year","Keep Your Hard Drive, 4 Year",EACH,1,25,16.25,0.35,Services,Options/Upgrades,"Standard, Power and Ultralight Laptop",6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,1049,81110000,983-8332,DELL,983-8332,"Keep Your Hard Drive, 3 Year","Keep Your Hard Drive, 3 Year",EACH,1,20,13,0.35,Services,Options/Upgrades,Options/Upgrades Mobile Workstation,6532,N/A,,6532
TIG,1-13-70-02B,11/4/2016,1050,81110000,984-1892,DELL,984-1892,"Keep Your Hard Drive, 3 Year","Keep Your Hard Drive, 3 Year",EACH,1,20,13,0.35,Services,Options/Upgrades,"Standard, Power and Ultralight Laptop",6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1045,43211902,DL139A,HP,DL139A,"DMS-59 to Dual DVI Cable Kit,accessory","DMS-59 to Dual DVI Cable Kit,accessory",each,1,40,16,0.6,Accessories,Options / Upgrades,Options Upgrades,6532,B000225EN4,,6532
NWN,1-13-70-01A,9/15/2016,1051,43211902,E0X93AA,HP,E0X93AA,Intel 6205 802.11 a/b/g/n PCIe x1 WLAN,Intel 6205 802.11 a/b/g/n PCIe x1 WLAN,each,1,85,34,0.6,Accessories,Options / Upgrades,Options Upgrades,6532,B009AO5XK4,,6532
NWN,1-13-70-02A,8/5/2015,1099,43211500,E7U21AA,HP,E7U21AA,HP CA06XL Long Life Battery,HP CA06XL Long Life Battery,Each,1,146,94.9,0.35,Accessories,Options / Upgrades,"Options/Upgrade Standard, Power Laptops 640",6532,B019541PNC,,6532
NWN,1-13-70-02A,8/5/2015,1007,43211500,E7U25AA,HP,E7U25AA,HP SB03XL Notebook Battery,HP SB03XL Notebook Battery,Each,1,146,94.9,0.35,Accessories,Options / Upgrades,Options/Upgrade Ultralight Laptop,6532,B014RUN4KQ,,6532
NWN,1-13-70-02A,8/5/2015,1006,43211500,F2B56AA,HP,F2B56AA,External USB DVD+/-RW Drive,External USB DVD+/-RW Drive,Each,1,171,111.15,0.35,Accessories,Options / Upgrades,Options/Upgrade Ultralight Laptop,6532,B00H2FTQEW,,6532
NWN,1-13-70-01A,9/15/2016,400-B,43211507,F5A53AA#ABA,HP,F5A53AA#ABA,HP t620 Flexible Series Thin Client,"HP t620 Flexible Series AMD Thin Client WES7E, AMD Fusion t56N 2nd Gen. 1.65GHz dual core 1MB L2 Cache, 4GB (1x4GB) RAM DDR3-1600,
16 GB SSD, 3/3/0 Warranty",each,1,720,360,0.5,Desktop,Thin Client Configuation,Core Thin Client Desktop,6532,B00J7LTYU0,,6532
NWN,1-13-70-01A,9/15/2016,1066,43211902,G8X31AV,HP,G8X31AV,32GB DDR4-2133 (4x8GB) 1CPU RegRAM,32GB DDR4-2133 (4x8GB) 1CPU RegRAM,each,1,1940,776,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B01D2CUCX2,,6532
NWN,1-13-70-01A,9/15/2016,1067,43211902,G8X38AV,HP,G8X38AV,32GB DDR4-2133 (4x8GB) 2CPU RegRAM,32GB DDR4-2133 (4x8GB) 2CPU RegRAM,each,1,1940,776,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B01D2CUCX2,,6532
NWN,1-13-70-01A,9/15/2016,1068,43211902,G8X33AV,HP,G8X33AV,64GB DDR4-2133 (4x16GB) 1CPU RegRAM,64GB DDR4-2133 (4x16GB) 1CPU RegRAM,each,1,3716,1486.4,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B01D2CUCX2,,6532
NWN,1-13-70-01A,9/15/2016,1069,43211902,K6D86AV,HP,K6D86AV,64GB DDR4-2133 (4x16GB) 2CPU RegRAM,64GB DDR4-2133 (4x16GB) 2CPU RegRAM,each,1,3716,1486.4,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B01D2CUCX2,,6532
NWN,1-13-70-01A,9/15/2016,1070,43211902,G8X36AV,HP,G8X36AV,16GB DDR4-2133 (4x4GB) 2CPU RegRAM,16GB DDR4-2133 (4x4GB) 2CPU RegRAM,each,1,1618,647.2,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B01D2CUCX2,,6532
TIG,1-13-70-01B,5/5/2016,3001a,,TIG-ATG-CPU,TIG,TIG-ATG-CPU,Asset Tagging Services - Customer Provided Tags,Asset Tagging Services - Customer Provided Tags,EACH,1,10,7.7,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,3002,,TIG-AIN-CPU,TIG,TIG-AIN-CPU,Asset Information via Internet,Asset Information via Internet,EACH,1,10,7.7,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,3003a,,TIG-IMG-CPU,TIG,TIG-IMG-CPU,Imaging,Imaging,EACH,1,27,20.79,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,6532,N/A,,6532
TIG,1-13-70-01B,5/5/2016,3005,,TIG-DIS-CPU,TIG,TIG-DIS-CPU,Take-Back Services,Take-Back Services,EACH,1,10,7.7,0.23,Services,VALUE ADDED SERVICES,VAS Standard Desktop,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1049,43211902,GS567AA,HP,GS567AA,HP DMS 59 to Dual VGA Cable Kit,HP DMS 59 to Dual VGA Cable Kit,each,1,30,12,0.6,Accessories,Options / Upgrades,Options Upgrades,6532,B000XR87XC,,6532
NWN,1-13-70-02A,8/5/2015,1100,43211500,H2L63AA,HP,H2L63AA,HP Comfort Grip Wireless Mobile Mouse,HP Comfort Grip Wireless Mobile Mouse,Each,1,31,20.15,0.35,Peripherals,Options / Upgrades,"Options/Upgrade Standard, Power Laptops 640",6532,B0082UY8MG,,6532
NWN,1-13-70-02A,8/5/2015,1032-A,43211500,H5M92AA,HP,H5M92AA,HP Business Top Load Case,HP Business Top Load Case,Each,1,39,25.35,0.35,Accessories,Options / Upgrades,"Options/Upgrade Standard, Power Laptops",6532,B00BKFYK0A,,6532
NWN,1-13-70-02A,8/5/2015,2000,43211500,U7860E,HP,U7860E,"4 Year Warranty, Next Business Day, On-Site","4 Year Warranty, Next Business Day, On-Site",Each,1,220,176,0.2,Services,Service Options / Upgrades,"Service Options/Upgrades Standard, Power,Ultralight",6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,2001,43211500,U7861E,HP,U7861E,"5 Year Warranty, Next Business Day, On-Site","5 Year Warranty, Next Business Day, On-Site",Each,1,314,251.2,0.2,Services,Service Options / Upgrades,"Service Options/Upgrades Standard, Power,Ultralight",6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,2002,43211500,UF633E,HP,UF633E,"4 Year Warranty, Next Business Day, On-Site","4 Year Warranty, Next Business Day, On-Site",Each,1,136,108.8,0.2,Services,Service Options / Upgrades,Service Options/Upgrades Mobile Workstation Laptop,6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,2003,43211500,UF635E,HP,UF635E,"5 Year Warranty, Next Business Day, On-Site","5 Year Warranty, Next Business Day, On-Site",Each,1,272,217.6,0.2,Services,Service Options / Upgrades,Service Options/Upgrades Mobile Workstation Laptop,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3006,432001404,UE332E,HP,UE332E,HP 3y NextBusDay Onsite/DMR DT Only SVC,HP 3y NextBusDay Onsite/DMR DT Only SVC,each,1,21,16.8,0.2,Services,Value Added Services,Service Options Upgrades  Standard/ Power Desktop,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3007,432001404,UE333E,HP,UE333E,HP 4y NextBusDay Onsite/DMR DT Only SVC,HP 4y NextBusDay Onsite/DMR DT Only SVC,each,1,115,92,0.2,Services,Value Added Services,Service Options Upgrades  Standard/ Power Desktop,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3008,432001404,UE334E,HP,UE334E,HP 5y NextBusDay Onsite/DMR DT Only SVC,HP 5y NextBusDay Onsite/DMR DT Only SVC,each,1,199,159.2,0.2,Services,Value Added Services,Service Options Upgrades  Standard/ Power Desktop,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3009,432001404,UE342E,HP,UE342E,HP 3y Nbd Onsite/DMR Workstation Service,HP 3y Nbd Onsite/DMR Workstation Service,each,1,19,15.2,0.2,Services,Value Added Services,Service Options Upgrades Workstation Desktop,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3010,432001404,UE343E,HP,UE343E,HP 4y Nbd Onsite/DMR Workstation Service,HP 4y Nbd Onsite/DMR Workstation Service,each,1,91,72.8,0.2,Services,Value Added Services,Service Options Upgrades Workstation Desktop,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3011,432001404,UE344E,HP,UE344E,HP 5y Nbd Onsite/DMR Workstation Service,HP 5y Nbd Onsite/DMR Workstation Service,each,1,166,132.8,0.2,Services,Value Added Services,Service Options Upgrades Workstation Desktop,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3400,432001404,U4847E,HP,U4847E,HP 3y NextBusDay Exchange TC Only SVC,HP 3y NextBusDay Exchange TC Only SVC,each,1,69,55.2,0.2,Services,Value Added Services,Service Options Upgrades Thin Client Desktop,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3401,432001404,U7927E,HP,U7927E,HP 4y NextBusDayExch ThinClient Only SVC,HP 4y NextBusDayExch ThinClient Only SVC,each,1,120,96,0.2,Services,Value Added Services,Service Options Upgrades Thin Client Desktop,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3402,432001404,U7929E,HP,U7929E,HP 5y NextBusDayExch ThinClient Only SVC,HP 5y NextBusDayExch ThinClient Only SVC,each,1,172,137.6,0.2,Services,Value Added Services,Service Options Upgrades Thin Client Desktop,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3500,432001404,U0J10E,HP,U0J10E,HP 4y Nbd Adv Exchange Standard Monitor Servi,HP 4y Nbd Adv Exchange Standard Monitor Servi,each,1,31,24.8,0.2,Services,Value Added Services,Service Options Upgrades Monitors,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3501,432001404,U0J11E,HP,U0J11E,HP 5y Nbd Adv Exchange Standard Monitor Servi,HP 5y Nbd Adv Exchange Standard Monitor Servi,each,1,67,53.6,0.2,Services,Value Added Services,Service Options Upgrades Monitors,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3502,432001404,U0J12E,HP,U0J12E,HP 4y Nbd Adv Exchange Large Monitor Service,HP 4y Nbd Adv Exchange Large Monitor Service,each,1,41,32.8,0.2,Services,Value Added Services,Service Options Upgrades Monitors,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,3503,432001404,U0J13E,HP,U0J13E,HP 5y Nbd Adv Exchange Large Monitor Service,HP 5y Nbd Adv Exchange Large Monitor Service,each,1,70,56,0.2,Services,Value Added Services,Service Options Upgrades Monitors,6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,2004,43211500,UG841E,HP,UG841E,HP 4y NextBusDay Onsite/DMR NB,HP 4y NextBusDay Onsite/DMR NB,Each,1,167,133.6,0.2,Services,Service Options / Upgrades,Service Options/Upgrades Mobile Workstation Laptop,6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,3000,81110000,999-5023,NWN,999-5023,Basic Installation,Basic Installation,Each,1,43,35.69,0.17,Services,Value Added Services,VAS Installation,6532,N/A,Duplicate,6532
NWN,1-13-70-02A,8/5/2015,3001,81110000,999-2001,NWN,999-2001,Basic Asset Tagging,Basic Asset Tagging,Each,1,11,9.13,0.17,Services,Value Added Services,"VAS sset Tagging- Bidder adminstration of Sate provided tage
(with number)",6532,N/A,Duplicate,6532
NWN,1-13-70-02A,8/5/2015,3002,81110000,Included,NWN,Included,Asset information via internet,Asset information via internet,Each,1,12,20,0.17,Services,Value Added Services,VAS Asset informatin via internet,6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,3003,81110000,Included,NWN,Included,Self-Warranty Certification,Self-Warranty Certification,Each,1,30,20,0.17,Services,Value Added Services,VAS Self Warranty Certification,6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,3004,81110000,999-0003,NWN,999-0003,Basic Imaging,Basic Imaging,Each,1,26,21.58,0.17,Services,Value Added Services,VAS  Imaging,6532,N/A,,6532
NWN,1-13-70-02A,8/5/2015,3005,81110000,999-0024,NWN,999-0024,Basic Disposition/Disposal Services,Basic Disposition/Disposal Services,Each,1,11,9.13,0.17,Services,Value Added Services,VAS Take Back Services,6532,N/A,Duplicate,6532
NWN,1-13-70-02A,8/5/2015,*Non Core,81110000,999-5033,NWN,999-5033,Basic Deployment & Logistics,Basic Deployment & Logistics,Each,1,49,40.67,0.17,Services,Value Added Services,VAS Non-Core Deployment and Logistics,6532,N/A,Duplicate,6532
NWN,1-13-70-02A,8/5/2015,3007,81110000,999-5201,NWN,999-5201,Basic Emergency Services,Basic Emergency Services,Each,1,79,65.57,0.17,Services,Value Added Services,VAS Emergency Serices (4 hours response per occurrence),6532,N/A,Duplicate,6532
NWN,1-13-70-01A,9/15/2016,4000,81110000,999-5023,NWN,999-5023,Basic Installation,Basic Installation,each,1,43,35.69,0.17,Services,Value Added Services,VAS  Installation,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,4001,81110000,999-2001,NWN,999-2001,Basic Asset Tagging,Basic Asset Tagging,each,1,11,9.13,0.17,Services,Value Added Services,"VAS Asset Tagging - Bidder
administration of State provided tag (with number)",6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,4002,81110000,999-0003,NWN,999-0003,Basic Imaging,Basic Imaging,each,1,26,21.58,0.17,Services,Value Added Services,VAS Imaging,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,4003,81110000,999-0024,NWN,999-0024,Basic Disposition/Disposal Services,Basic Disposition/Disposal Services,each,1,11,9.13,0.17,Services,Value Added Services,VAS Take-Back Services,6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,Non-Core *,81110000,999-5033,NWN,999-5033,Basic Deployment & Logistics,Basic Deployment & Logistics,each,1,49,40.67,0.17,Services,Value Added Services,"NON-Core VAS - D
Deployment & Logistics",6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,4005,81110000,999-5201,NWN,999-5201,Basic Emergency Services,Basic Emergency Services,each,1,79,65.57,0.17,Services,Value Added Services,"VAS Emergency Services (4 hour response, per occurrence)",6532,N/A,,6532
NWN,1-13-70-01A,9/15/2016,1059,43211902,J6F21AV,HP,J6F21AV,Intel Xeon E5-1607v3 3.10GHz 10MB 1866 4C CPU,Intel Xeon E5-1607v3 3.10GHz 10MB 1866 4C CPU,each,1,663,265.2,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B00KB4A2XA,,6532
NWN,1-13-70-01A,9/15/2016,1061,43211902,J6F19AV,HP,J6F19AV,Intel Xeon E5-1630v3 3.70GHz 10MB 2133 4C CPU,Intel Xeon E5-1630v3 3.70GHz 10MB 2133 4C CPU,each,1,1293,517.2,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B00KB4A2XA,,6532
NWN,1-13-70-01A,9/15/2016,1062,43211902,J6F18AV,HP,J6F18AV,Intel Xeon E5-1650v3 3.50GHz 15MB 2133 6C CPU,Intel Xeon E5-1650v3 3.50GHz 15MB 2133 6C CPU,each,1,1956,782.4,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B00KB4A2XA,,6532
NWN,1-13-70-01A,9/15/2016,1064,43211902,J6F16AV,HP,J6F16AV,Intel Xeon E5-1680v3 3.20GHz 20MB 2133 8C CPU,Intel Xeon E5-1680v3 3.20GHz 20MB 2133 8C CPU,each,1,5335,2134,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B00KB4A2XA,,6532
NWN,1-13-70-01A,9/15/2016,1065,43211902,J6F36AV,HP,J6F36AV,Intel Xeon E5-2630v3 2.40GHz 20MB 1866 8C CPU,Intel Xeon E5-2630v3 2.40GHz 20MB 1866 8C CPU,each,1,2102,840.8,0.6,Components,Options / Upgrades,Z640 Options Upgrades,6532,B00KB4A2XA,,6532
